fault_text1,fault_text2,semantic_similarity,data_source,fault_text1_clean,fault_text1_words,fault_text1_text_length,fault_text1_digit_count,fault_text1_special_char_count,fault_text1_matched_category,fault_text1_matched_keywords,fault_text2_clean,fault_text2_words,fault_text2_text_length,fault_text2_digit_count,fault_text2_special_char_count,fault_text2_matched_category,fault_text2_matched_keywords
传感器数值漂移，测量值比实际值高10%,传感器抗干扰差，受电磁干扰出现跳变,0.56,original,传感器数值漂移测量值比实际值高10%,"['传感器', '数值', '漂移', '值比', '值高', '10%']",18,2,1,未知,,传感器抗干扰差受电磁干扰出现跳变,"['传感器', '抗干扰', '差受', '电磁干扰', '跳变']",16,0,0,未知,
轴承磨损异响，运转时出现周期性异音,周期性轴承磨损异响，运转时出现周期性异音,0.93,generated,轴承磨损异响运转时出现周期性异音,"['轴承', '磨损', '异响', '运转', '周期性', '异音']",16,0,0,机械系统,"轴承,磨损,异响",周期性轴承磨损异响运转时出现周期性异音,"['周期性', '轴承', '磨损', '异响', '运转', '周期性', '异音']",19,0,0,机械系统,"轴承,磨损,异响"
离心泵轴承发热，温度达75℃,离心泵轴承发热，频繁温度达75℃,0.76,generated,离心泵轴承发热温度达75℃,"['离心泵', '轴承', '发热', '温度']",13,2,1,机械系统,轴承,离心泵轴承发热频繁温度达75℃,"['离心泵', '轴承', '发热', '频繁', '温度']",15,2,1,机械系统,轴承
轴承滚珠破损，振动频谱出现冲击峰值,液压缸缓冲装置失效，行程末端冲击过大,0.64,generated,轴承滚珠破损振动频谱出现冲击峰值,"['轴承', '滚珠', '破损', '振动', '频谱', '冲击', '峰值']",16,0,0,机械系统,"轴承,振动",液压缸缓冲装置失效行程末端冲击过大,"['液压缸', '缓冲', '装置', '失效', '行程', '末端', '冲击', '过大']",17,0,0,执行器系统,液压缸
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,PLC信号丢失，传感器反馈数据无更新,0.09,original,电机环境湿度80%时出现绝缘不良绝缘电阻低于0.5MΩ,"['电机', '环境湿度', '80%', '绝缘', '不良', '绝缘', '电阻', '低于', '0.5']",27,4,3,电气系统,"电机,绝缘,绝缘",PLC信号丢失传感器反馈数据无更新,"['PLC', '信号', '丢失', '传感器', '反馈', '数据', '更新']",17,0,0,控制系统,"PLC,信号"
传感器抗干扰差，受电磁干扰出现跳变,传感器数值漂移，测量值比实际值高10%,0.47,original,传感器抗干扰差受电磁干扰出现跳变,"['传感器', '抗干扰', '差受', '电磁干扰', '跳变']",16,0,0,未知,,传感器数值漂移测量值比实际值高10%,"['传感器', '数值', '漂移', '值比', '值高', '10%']",18,2,1,未知,
液压缸活塞杆变形，伸出时出现偏斜,PLC断电记忆丢失，参数恢复至出厂默认值,0.23,original,液压缸活塞杆变形伸出时出现偏斜,"['液压缸', '活塞杆', '变形', '伸出', '偏斜']",15,0,0,液压系统,"液压缸,活塞杆,变形",PLC断电记忆丢失参数恢复至出厂默认值,"['PLC', '断电', '记忆', '丢失', '参数', '恢复', '出厂', '默认值']",19,0,0,控制系统,"PLC,参数"
电机过载停机，故障代码E012，需重启复位,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.41,original,电机过载停机故障代码E012需重启复位,"['电机', '过载', '停机', '故障', '代码', 'E012', '重启', '复位']",19,3,0,电气系统,"电机,过载,故障",电机轴承润滑不足导致转速异常输出转速波动5%,"['电机', '轴承', '润滑', '不足', '转速', '异常', '输出', '转速', '波动', '5%']",22,1,1,电气系统,"电机,轴承,转速,转速"
继电器误动作，无输入信号时触点自行闭合,变频器频率漂移，设定50Hz实际输出45Hz,0.59,generated,继电器误动作无输入信号时触点自行闭合,"['继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",18,0,0,电气系统,"继电器,信号",变频器频率漂移设定50Hz实际输出45Hz,"['变频器', '频率', '漂移', '50Hz', '输出', '45Hz']",21,4,1,控制系统,变频器
继电器接触不良，信号传输时断时续,继电器吸合不良，线圈电压正常但触点未闭合,0.43,original,继电器接触不良信号传输时断时续,"['继电器', '接触不良', '信号', '传输', '时断时续']",15,0,0,电气系统,"继电器,信号",继电器吸合不良线圈电压正常但触点未闭合,"['继电器', '吸合', '不良', '线圈', '电压', '正常', '触点', '闭合']",19,0,0,电气系统,继电器
变频器过压报警，直流母线电压达800V,轴承润滑脂干涸，出现干摩擦异响,0.1,original,变频器过压报警直流母线电压达800V,"['变频器', '过压', '报警', '直流', '线电压', '800V']",18,3,0,控制系统,变频器,轴承润滑脂干涸出现干摩擦异响,"['轴承', '润滑脂', '干涸', '摩擦', '异响']",14,0,0,机械系统,"轴承,润滑脂,异响"
继电器吸合不良，线圈电压正常但触点未闭合,继电器误动作，无输入信号时触点自行闭合,0.69,original,继电器吸合不良线圈电压正常但触点未闭合,"['继电器', '吸合', '不良', '线圈', '电压', '正常', '触点', '闭合']",19,0,0,电气系统,继电器,继电器误动作无输入信号时触点自行闭合,"['继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",18,0,0,电气系统,"继电器,信号"
离心泵密封泄漏，机械密封端面磨损,PLC通讯故障，与变频器的Modbus连接中断,0.2,original,离心泵密封泄漏机械密封端面磨损,"['离心泵', '密封', '泄漏', '机械', '密封', '端面', '磨损']",15,0,0,机械系统,"泄漏,磨损",PLC通讯故障与变频器的Modbus连接中断,"['PLC', '通讯', '故障', '变频器', 'Modbus', '连接', '中断']",22,0,1,控制系统,"PLC,通讯,故障,变频器,Modbus,中断"
PLC信号丢失，传感器反馈数据无更新,PLC信号丢失，周期性传感器反馈数据无更新,0.84,generated,PLC信号丢失传感器反馈数据无更新,"['PLC', '信号', '丢失', '传感器', '反馈', '数据', '更新']",17,0,0,控制系统,"PLC,信号",PLC信号丢失周期性传感器反馈数据无更新,"['PLC', '信号', '丢失', '周期性', '传感器', '反馈', '数据', '更新']",20,0,0,控制系统,"PLC,信号"
PLC输入输出点I0.2损坏，无信号输入,PLC通讯故障，与变频器的Modbus连接中断,0.82,original,PLC输入输出点I0.2损坏无信号输入,"['PLC', '输入输出', 'I0.2', '损坏', '信号', '输入']",19,2,0,控制系统,"PLC,输入输出,信号",PLC通讯故障与变频器的Modbus连接中断,"['PLC', '通讯', '故障', '变频器', 'Modbus', '连接', '中断']",22,0,1,控制系统,"PLC,通讯,故障,变频器,Modbus,中断"
传感器量程超限，显示值固定为最大值,传感器抗干扰差，受电磁干扰出现跳变,0.52,original,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,,传感器抗干扰差受电磁干扰出现跳变,"['传感器', '抗干扰', '差受', '电磁干扰', '跳变']",16,0,0,未知,
PLC输入输出点I0.2损坏，无信号输入,PLC输入输出点I0.2损坏，无信号输入,0.57,original,PLC输入输出点I0.2损坏无信号输入,"['PLC', '输入输出', 'I0.2', '损坏', '信号', '输入']",19,2,0,控制系统,"PLC,输入输出,信号",PLC输入输出点I0.2损坏无信号输入,"['PLC', '输入输出', 'I0.2', '损坏', '信号', '输入']",19,2,0,控制系统,"PLC,输入输出,信号"
变频器频率漂移，设定50Hz实际输出45Hz,变频器散热风扇故障，散热片温度达75℃,0.58,original,变频器频率漂移设定50Hz实际输出45Hz,"['变频器', '频率', '漂移', '50Hz', '输出', '45Hz']",21,4,1,控制系统,变频器,变频器散热风扇故障散热片温度达75℃,"['变频器', '散热', '风扇', '故障', '散热片', '温度']",18,2,1,控制系统,"变频器,风扇,故障"
轴承间隙过大，径向游隙超0.15mm,轴承间隙过大，径向游隙超0.15mm,0.54,original,轴承间隙过大径向游隙超0.15mm,"['轴承', '间隙', '过大', '径向', '游隙', '0.15', 'mm']",17,3,0,机械系统,轴承,轴承间隙过大径向游隙超0.15mm,"['轴承', '间隙', '过大', '径向', '游隙', '0.15', 'mm']",17,3,0,机械系统,轴承
继电器触点烧蚀，接触电阻增大至5Ω,继电器误动作，无输入信号时触点自行闭合,0.72,generated,继电器触点烧蚀接触电阻增大至5Ω,"['继电器', '触点', '烧蚀', '接触', '电阻', '增大']",16,1,1,电气系统,继电器,继电器误动作无输入信号时触点自行闭合,"['继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",18,0,0,电气系统,"继电器,信号"
离心泵密封泄漏，机械密封端面磨损,离心泵空转异响，进口阀门未打开导致气蚀,0.54,original,离心泵密封泄漏机械密封端面磨损,"['离心泵', '密封', '泄漏', '机械', '密封', '端面', '磨损']",15,0,0,机械系统,"泄漏,磨损",离心泵空转异响进口阀门未打开导致气蚀,"['离心泵', '空转', '异响', '进口', '阀门', '打开', '气蚀']",18,0,0,机械系统,异响
继电器误动作，无输入信号时触点自行闭合,继电器线圈烧毁，电阻值无穷大,0.88,original,继电器误动作无输入信号时触点自行闭合,"['继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",18,0,0,电气系统,"继电器,信号",继电器线圈烧毁电阻值无穷大,"['继电器', '线圈', '烧毁', '电阻值', '无穷大']",13,0,0,电气系统,继电器
离心泵密封泄漏，机械密封端面磨损,传感器数值漂移，测量值比实际值高10%,0.56,generated,离心泵密封泄漏机械密封端面磨损,"['离心泵', '密封', '泄漏', '机械', '密封', '端面', '磨损']",15,0,0,机械系统,"泄漏,磨损",传感器数值漂移测量值比实际值高10%,"['传感器', '数值', '漂移', '值比', '值高', '10%']",18,2,1,未知,
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸缓冲装置失效，行程末端冲击过大,0.68,original,液压缸密封件损坏导致漏油每小时泄漏5ml,"['液压缸', '密封件', '损坏', '漏油', '小时', '泄漏', '5ml']",20,1,0,液压系统,"液压缸,泄漏",液压缸缓冲装置失效行程末端冲击过大,"['液压缸', '缓冲', '装置', '失效', '行程', '末端', '冲击', '过大']",17,0,0,执行器系统,液压缸
轴承滚珠破损，振动频谱出现冲击峰值,轴承润滑脂干涸，出现干摩擦异响,0.87,original,轴承滚珠破损振动频谱出现冲击峰值,"['轴承', '滚珠', '破损', '振动', '频谱', '冲击', '峰值']",16,0,0,机械系统,"轴承,振动",轴承润滑脂干涸出现干摩擦异响,"['轴承', '润滑脂', '干涸', '摩擦', '异响']",14,0,0,机械系统,"轴承,润滑脂,异响"
轴承滚珠破损，振动频谱出现冲击峰值,轴承滚珠破损，振动频谱出现冲击峰值,0.96,generated,轴承滚珠破损振动频谱出现冲击峰值,"['轴承', '滚珠', '破损', '振动', '频谱', '冲击', '峰值']",16,0,0,机械系统,"轴承,振动",轴承滚珠破损振动频谱出现冲击峰值,"['轴承', '滚珠', '破损', '振动', '频谱', '冲击', '峰值']",16,0,0,机械系统,"轴承,振动"
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,PLC信号丢失，传感器反馈数据无更新,0.11,original,电机环境湿度80%时出现绝缘不良绝缘电阻低于0.5MΩ,"['电机', '环境湿度', '80%', '绝缘', '不良', '绝缘', '电阻', '低于', '0.5']",27,4,3,电气系统,"电机,绝缘,绝缘",PLC信号丢失传感器反馈数据无更新,"['PLC', '信号', '丢失', '传感器', '反馈', '数据', '更新']",17,0,0,控制系统,"PLC,信号"
传感器量程超限，显示值固定为最大值,传感器量程超限，显示值固定为最大值,0.98,generated,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,,传感器量程超限显示值固定为最大值,"['传感器', '量程', '超限', '固定', '最大值']",16,0,0,未知,
变频器参数紊乱，加速时间被异常修改,变频器散热风扇故障，散热片温度达75℃,0.46,original,变频器参数紊乱加速时间被异常修改,"['变频器', '参数', '紊乱', '加速', '时间', '异常', '修改']",16,0,0,控制系统,"变频器,参数",变频器散热风扇故障散热片温度达75℃,"['变频器', '散热', '风扇', '故障', '散热片', '温度']",18,2,1,控制系统,"变频器,风扇,故障"
变频器参数紊乱，加速时间被异常修改,变频器过压报警，直流母线电压达800V,0.62,original,变频器参数紊乱加速时间被异常修改,"['变频器', '参数', '紊乱', '加速', '时间', '异常', '修改']",16,0,0,控制系统,"变频器,参数",变频器过压报警直流母线电压达800V,"['变频器', '过压', '报警', '直流', '线电压', '800V']",18,3,0,控制系统,变频器
离心泵流量不足，出口管路堵塞,离心泵空转异响，进口阀门未打开导致气蚀,0.47,original,离心泵流量不足出口管路堵塞,"['离心泵', '流量', '不足', '出口', '管路', '堵塞']",13,0,0,未知,,离心泵空转异响进口阀门未打开导致气蚀,"['离心泵', '空转', '异响', '进口', '阀门', '打开', '气蚀']",18,0,0,机械系统,异响
继电器吸合不良，线圈电压正常但触点未闭合,电机负载达额定120%时出现过热，绕组温度升至105℃,0.22,generated,继电器吸合不良线圈电压正常但触点未闭合,"['继电器', '吸合', '不良', '线圈', '电压', '正常', '触点', '闭合']",19,0,0,电气系统,继电器,电机负载达额定120%时出现过热绕组温度升至105℃,"['电机', '负载', '额定', '120%', '过热', '绕组', '温度', '升至']",26,6,2,电气系统,电机
液压缸动作卡顿，换向时出现滞涩现象,液压缸动作卡顿，换向时出现滞涩现象,0.53,original,液压缸动作卡顿换向时出现滞涩现象,"['液压缸', '动作', '卡顿', '换向', '滞涩', '现象']",16,0,0,执行器系统,液压缸,液压缸动作卡顿换向时出现滞涩现象,"['液压缸', '动作', '卡顿', '换向', '滞涩', '现象']",16,0,0,执行器系统,液压缸
电机过载停机，故障代码E012，需重启复位,电机连续运行8小时后出现异响，振动值超额定20%,0.46,original,电机过载停机故障代码E012需重启复位,"['电机', '过载', '停机', '故障', '代码', 'E012', '重启', '复位']",19,3,0,电气系统,"电机,过载,故障",电机连续运行8小时后出现异响振动值超额定20%,"['电机', '连续', '小时', '异响', '振动', '超额', '20%']",23,3,1,电气系统,"电机,异响,振动"
继电器误动作，无输入信号时触点自行闭合,继电器触点烧蚀，接触电阻增大至5Ω,0.89,original,继电器误动作无输入信号时触点自行闭合,"['继电器', '误动作', '输入', '信号', '触点', '自行', '闭合']",18,0,0,电气系统,"继电器,信号",继电器触点烧蚀接触电阻增大至5Ω,"['继电器', '触点', '烧蚀', '接触', '电阻', '增大']",16,1,1,电气系统,继电器
